Modèle,Kilométrage,Année,Boîte,Carburant,Puissance fiscale,Prix
Mazda BT-50,169 815 km,2019,Manuelle,Diesel,9 cv,75 000 DT
Audi Q5 Full package khalijia,62 600 km,2016,Automatique,Essence,13 cv,100 000 DT
Nissan Qashqai Tekna High,100 000 km,2021,Automatique,Essence,6 cv,73 000 DT
Audi RS Q3 FULL BLACK,49 000 km,2022,Automatique,Essence,29 cv,Non dédouané                    480 000 DT
Land Rover Range Rover Sport,72 000 km,2019,Automatique,Essence,20 cv,600 000 DT
Jaguar XE Prestige,138 000 km,2016,Automatique,Essence,12 cv,79 900 DT
BMW X5,183 000 km,2007,Automatique,Essence,19 cv,65 000 DT
KIA Sportage Toit Ouvrant,221 000 km,2012,Manuelle,Diesel,7 cv,53 000 DT
Mercedes-Benz Classe C AMG +,86 000 km,2017,Automatique,Diesel,8 cv,138 000 DT
BMW Série 4 Gran Coupé Confort Sport Line,160 500 km,2020,Automatique,Essence,7 cv,100 000 DT
Opel Grandland Élégance Business,99 000 km,2020,Automatique,Diesel,7 cv,89 900 DT
Hyundai Tucson Top Grade,57 000 km,2022,Automatique,Essence,10 cv,135 000 DT
Mercedes-Benz CLA AMG,50 000 km,2021,Automatique,Diesel,10 cv,200 000 DT
Fiat 500 Dolcevita,59 000 km,2022,Automatique,Essence,4 cv,44 500 DT
Fiat Ducato,177 000 km,2016,Manuelle,Diesel,8 cv,41 800 DT
Fiat Doblo 2 places,251 000 km,2015,Manuelle,Diesel,5 cv,18 800 DT
Hyundai Galloper,318 000 km,2001,Manuelle,Diesel,9 cv,45 000 DT
Peugeot 3008,112 000 km,2019,Automatique,Essence,7 cv,75 000 DT
Ford Focus Trend,400 000 km,2001,Manuelle,Diesel,7 cv,14 500 DT
Volkswagen Golf 6,316 000 km,2009,Manuelle,Diesel,5 cv,29 500 DT
Audi A4 Ambiente,160 000 km,2013,Manuelle,Essence,7 cv,35 000 DT
Mercedes-Benz GLE Coupé AMG,30 000 km,2017,Automatique,Essence,28 cv,400 000 DT
BMW Série 3 316I,120 000 km,2015,Automatique,Essence,7 cv,75 000 DT
Ford Focus Titanium,130 000 km,2016,Manuelle,Essence,6 cv,41 500 DT
BMW Série 4 Gran Coupé Pack M Sport,114 000 km,2016,Automatique,Essence,14 cv,110 000 DT
Chevrolet Sonic,52 000 km,2019,Automatique,Essence,6 cv,44 000 DT
KIA Rio Berline LX,204 000 km,2020,Manuelle,Essence,6 cv,45 500 DT
KIA Rio Berline LX,194 000 km,2020,Automatique,Essence,6 cv,44 500 DT
KIA Rio 5p Prestige,87 000 km,2018,Manuelle,Essence,5 cv,51 000 DT
Ford Ecosport Trend,115 000 km,2021,Automatique,Essence,7 cv,55 000 DT
BMW Série 5 Executive Luxury Line,2 000 km,2022,Automatique,Hybride,10 cv,Non dédouané                    230 000 DT
Chery Tiggo 7 Pro,9 800 km,2023,Automatique,Essence,9 cv,93 000 DT
KIA Sportage GT-Line,165 000 km,2018,Automatique,Essence,11 cv,95 000 DT
Jaguar XE,144 000 km,2017,Automatique,Diesel,9 cv,89 000 DT
Mercedes-Benz Classe C AMG,71 000 km,2021,Automatique,Hybride,9 cv,192 000 DT
Land Rover Range Rover Evoque Dynamic SE,147 000 km,2018,Automatique,Diesel,10 cv,128 000 DT
Land Rover Range Rover Evoque Pure,48 000 km,2019,Automatique,Diesel,10 cv,198 000 DT
KIA Sorento L X,144 000 km,2006,Automatique,Essence,14 cv,35 000 DT
Jaguar XJ,140 000 km,2008,Automatique,Essence,17 cv,58 000 DT
Volkswagen Amarok Double Cabine,266 000 km,2013,Manuelle,Diesel,8 cv,69 000 DT
KIA Sportage Toit Ouvrant,175 000 km,2016,Automatique,Essence,8 cv,74 000 DT
Suzuki Swift GLX Pack,13 000 km,2024,Automatique,Essence,6 cv,56 000 DT
Chery Tiggo 2 Confort,75 000 km,2020,Manuelle,Essence,6 cv,41 000 DT
BMW Série 1 Sport Line,180 000 km,2014,Manuelle,Essence,6 cv,49 000 DT
Seat Leon Business,75 000 km,2019,Manuelle,Essence,6 cv,53 000 DT
Volkswagen Golf 7 Access,212 000 km,2013,Manuelle,Essence,5 cv,39 000 DT
Mercedes-Benz Classe E AMG,3 000 km,2024,Automatique,Hybride,11 cv,395 000 DT
Audi Q5,157 000 km,2013,Automatique,Diesel,10 cv,79 000 DT
BMW X5,170 000 km,2015,Automatique,Diesel,13 cv,138 000 DT
BMW X4 Kit M,47 000 km,2021,Automatique,Essence,15 cv,258 000 DT
Volkswagen Golf 8 R-Line,14 000 km,2023,Automatique,Essence,8 cv,158 000 DT
Nissan Qashqai,97 000 km,2018,Automatique,Essence,6 cv,69 000 DT
Land Rover Range Rover Evoque R DYNAMIQUE,84 000 km,2020,Automatique,Diesel,11 cv,218 000 DT
Mercedes-Benz CLA AMG,117 000 km,2020,Automatique,Diesel,6 cv,138 000 DT
Audi Q3 Sportback,15 000 km,2020,Automatique,Essence,8 cv,158 000 DT
Land Rover Range Rover Sport,96 000 km,2016,Automatique,Essence,24 cv,198 000 DT
BMW X5,102 000 km,2016,Automatique,Diesel,13 cv,168 000 DT
Ford Puma Hybrid,10 000 km,2020,Manuelle,Hybride,6 cv,79 000 DT
Tata Xenon X2 Simple Cabine,220 000 km,2018,Manuelle,Diesel,7 cv,27 000 DT
Peugeot Partner,168 000 km,2019,Manuelle,Diesel,5 cv,38 000 DT
BMW X5 Pack M,77 000 km,2016,Automatique,Diesel,13 cv,183 000 DT
BMW Série 4 Gran Coupé Luxury Line,84 000 km,2019,Automatique,Essence,10 cv,117 000 DT
Land Rover Discovery Sport HSE,213 000 km,2015,Automatique,Diesel,10 cv,97 000 DT
Volkswagen Amarok Highline Plus Double Cabine,495 000 km,2012,Manuelle,Diesel,8 cv,59 000 DT
Mazda 3,182 300 km,2016,Manuelle,Essence,6 cv,44 000 DT
Volkswagen Golf 5,190 000 km,2004,Automatique,Essence,7 cv,35 000 DT
Hyundai i20 High Grade,15 000 km,2024,Manuelle,Essence,5 cv,71 000 DT
Mercedes-Benz Classe A Berline,60 000 km,2020,Automatique,Hybride,8 cv,145 000 DT
Land Rover Range Rover Evoque Prestige,77 000 km,2020,Automatique,Hybride,8 cv,159 000 DT
Volkswagen Polo Prestige,56 000 km,2021,Manuelle,Essence,4 cv,59 000 DT
Renault Clio Edition,41 000 km,2019,Manuelle,Essence,5 cv,62 000 DT
Toyota Hilux Double Cabine Double Cabine Premium,180 000 km,2012,Manuelle,Diesel,8 cv,70 000 DT
Peugeot Landtrek Double Cabine,70 000 km,2023,Manuelle,Diesel,6 cv,80 000 DT
Foton Tunland Simple Cabine,41 000 km,2019,Manuelle,Diesel,9 cv,47 000 DT
Suzuki Vitara GLX SR,167 000 km,2017,Automatique,Essence,6 cv,61 000 DT
Hyundai Tucson Top Grade,180 000 km,2010,Automatique,Essence,10 cv,39 500 DT
Nissan Patrol,320 000 km,1999,Manuelle,Diesel,11 cv,38 500 DT
Mercedes-Benz Classe C AMG,290 000 km,2018,Automatique,Diesel,7 cv,104 000 DT
Peugeot 2008,160 000 km,2021,Automatique,Essence,7 cv,67 000 DT
Ford Ecosport Titanium Plus,98 000 km,2019,Automatique,Essence,7 cv,62 000 DT
Volkswagen Jetta Trendline,220 000 km,2012,Manuelle,Essence,8 cv,32 500 DT
KIA Picanto Populaire,37 000 km,2022,Manuelle,Essence,4 cv,41 500 DT
Hyundai Grand i10 GLS,46 000 km,2021,Manuelle,Essence,4 cv,43 500 DT
Suzuki Celerio,69 540 km,2019,Manuelle,Essence,4 cv,29 500 DT
Peugeot 308 Allure,150 000 km,2019,Manuelle,Diesel,5 cv,56 000 DT
Audi A3 Berline Advanced,65 000 km,2022,Automatique,Essence,8 cv,113 000 DT
BMW Série 5 Business Line,240 000 km,2015,Automatique,Diesel,7 cv,88 000 DT
Haval H2 Luxury,55 000 km,2020,Automatique,Essence,9 cv,69 000 DT
Volkswagen Passat GTE,37 000 km,2022,Automatique,Hybride,8 cv,130 000 DT
Changan Star Truck Double Cabine,21 000 km,2021,Manuelle,Essence,7 cv,35 000 DT
Citroën Berlingo,610 000 km,2009,Manuelle,Diesel,7 cv,19 000 DT
Mitsubishi Mirage GLX,169 000 km,2015,Manuelle,Essence,4 cv,23 000 DT
Hyundai Tucson N Line,168 000 km,2019,Automatique,Diesel,7 cv,92 000 DT
Volvo XC60 Ultimate Dark,13 000 km,2022,Automatique,Hybride,20 cv,298 000 DT
Land Rover Range Rover Velar R-Dynamic,51 000 km,2018,Automatique,Essence,16 cv,243 000 DT
Volkswagen Golf 7 Métallisé,198 000 km,2018,Manuelle,Essence,6 cv,55 000 DT
Mercedes-Benz CLA AMG,55 000 km,2021,Automatique,Hybride,8 cv,154 000 DT
Mercedes-Benz CLA AMG,110 000 km,2020,Automatique,Essence,8 cv,140 000 DT
Peugeot 208,220 000 km,2016,Manuelle,Essence,5 cv,33 000 DT
KIA Rio 5p,97 500 km,2020,Manuelle,Essence,5 cv,49 500 DT
Ssangyong Korando Classique,106 240 km,2021,Automatique,Essence,9 cv,83 500 DT
BMW Série 4 Gran Coupé Confort Sport Line,117 000 km,2018,Manuelle,Essence,10 cv,92 000 DT
Mercedes-Benz Classe S Executive,75 000 km,2020,Automatique,Diesel,17 cv,330 000 DT
Citroën C3 Zenith,138 000 km,2016,Manuelle,Essence,5 cv,31 000 DT
Peugeot 208,31 000 km,2021,Manuelle,Essence,5 cv,49 500 DT
BYD Tang Supreme,15 800 km,2023,Automatique,Essence,11 cv,Sous leasing                    157 800 DT
Haval H6,42 000 km,2022,Automatique,Essence,7 cv,125 000 DT
Mercedes-Benz CLS,250 000 km,2007,Automatique,Diesel,14 cv,58 000 DT
KIA Rio 5p SX,58 000 km,2020,Manuelle,Essence,5 cv,54 500 DT
Ford Fiesta,185 000 km,2012,Manuelle,Essence,5 cv,26 900 DT
Hyundai i20 High Grade,110 000 km,2021,Automatique,Essence,5 cv,61 000 DT
Toyota RAV 4,252 000 km,2007,Manuelle,Diesel,8 cv,44 000 DT
Volkswagen Golf 6,250 000 km,2010,Manuelle,Diesel,5 cv,37 000 DT
Mazda 3 sedan Core+ Grade,66 000 km,2017,Manuelle,Essence,6 cv,58 000 DT
Hyundai Grand i10 GLS,60 000 km,2021,Manuelle,Essence,5 cv,43 000 DT
Seat Ibiza Style Plus,170 000 km,2020,Manuelle,Essence,4 cv,55 000 DT
Peugeot Boxer,200 100 km,2007,Manuelle,Diesel,7 cv,14 000 DT
Iveco Daily Simple Cabine,560 000 km,1999,Manuelle,Diesel,11 cv,22 000 DT
Ford Focus eco boost,82 000 km,2016,Manuelle,Essence,6 cv,45 000 DT
MG GT Luxury,30 000 km,2024,Manuelle,Essence,7 cv,Sous leasing                    103 100 DT
Alfa Romeo Giulia Pack Premium,31 000 km,2022,Automatique,Essence,11 cv,140 000 DT
Suzuki Celerio,165 000 km,2019,Manuelle,Essence,4 cv,27 000 DT
Haval H6 Luxury,87 000 km,2020,Automatique,Essence,9 cv,79 500 DT
Hyundai i20,90 000 km,2021,Manuelle,Essence,5 cv,49 500 DT
Mini 5 portes Pack Chili,166 800 km,2016,Automatique,Essence,5 cv,75 000 DT
Mini 5 portes Pack Chili,109 500 km,2016,Automatique,Essence,5 cv,75 000 DT
Mercedes-Benz Classe C AMG,170 000 km,2015,Automatique,Essence,9 cv,95 000 DT
Audi Q5,195 000 km,2015,Manuelle,Diesel,8 cv,125 000 DT
BMW Série 5 520,182 000 km,2014,Automatique,Essence,9 cv,75 000 DT
Seat Leon,210 000 km,2015,Manuelle,Essence,6 cv,48 500 DT
Nissan Juke Tekna,32 000 km,2023,Automatique,Essence,6 cv,83 000 DT
Great Wall M4 t options,36 000 km,2021,Manuelle,Essence,6 cv,46 000 DT
Haval Jolion,110 000 km,2022,Automatique,Essence,9 cv,89 000 DT
BMW Série 5,183 900 km,2015,Automatique,Diesel,12 cv,88 000 DT
Seat Ibiza,203 000 km,2013,Manuelle,Essence,5 cv,27 500 DT
Seat Leon,254 000 km,2015,Manuelle,Essence,5 cv,43 500 DT
Mercedes-Benz Classe E,187 000 km,2009,Manuelle,Diesel,7 cv,58 000 DT
KIA Sportage SX,31 000 km,2022,Automatique,Essence,10 cv,130 000 DT
Nissan Juke Tekna Perso,82 000 km,2022,Automatique,Essence,6 cv,85 000 DT
Volkswagen Passat Smartline,185 000 km,2016,Manuelle,Essence,7 cv,59 000 DT
KIA Sportage GT-Line,100 000 km,2019,Automatique,Essence,11 cv,98 000 DT
Audi A5 Sportback S-Line,75 000 km,2019,Automatique,Essence,8 cv,129 000 DT
Audi A5 Sportback,62 040 km,2021,Automatique,Essence,8 cv,159 000 DT
Volkswagen Golf 7 R-Line,125 650 km,2020,Automatique,Essence,6 cv,88 000 DT
Audi Q2,33 000 km,2019,Automatique,Essence,6 cv,93 000 DT
BMW Série 5,71 254 km,2020,Automatique,Essence,10 cv,160 000 DT
Audi A5 Sportback S-Line,115 254 km,2018,Automatique,Essence,8 cv,119 000 DT
Audi A3 Berline Business,90 000 km,2019,Automatique,Essence,6 cv,85 000 DT
Volkswagen Golf 7,151 000 km,2018,Automatique,Essence,6 cv,62 000 DT
BMW Série 4 Coupé,62 000 km,2020,Automatique,Essence,7 cv,99 000 DT
Jaguar XF,114 000 km,2015,Automatique,Essence,15 cv,63 000 DT
Audi A5 Sportback S-Line,125 500 km,2020,Automatique,Essence,8 cv,138 000 DT
Audi A5 Sportback S-Line,81 406 km,2021,Automatique,Essence,8 cv,175 000 DT
Volkswagen Tiguan R-Line,105 106 km,2018,Automatique,Essence,8 cv,125 000 DT
Volkswagen Passat R-Line,118 000 km,2020,Automatique,Essence,8 cv,99 000 DT
Haval H6,114 000 km,2020,Automatique,Essence,9 cv,80 000 DT
Nissan Juke,10 100 km,2021,Automatique,Essence,6 cv,86 000 DT
Mercedes-Benz CLS,170 000 km,2009,Automatique,Essence,22 cv,59 000 DT
Audi A3 Berline,122 000 km,2019,Automatique,Essence,6 cv,81 000 DT
KIA Sportage,95 100 km,2019,Automatique,Essence,10 cv,84 000 DT
Audi Q2,46 000 km,2021,Automatique,Essence,8 cv,116 000 DT
Mazda CX-3,123 000 km,2017,Automatique,Essence,9 cv,60 000 DT
MG ZS,129 000 km,2019,Automatique,Essence,7 cv,60 000 DT
BMW Série 1,50 000 km,2021,Automatique,Essence,8 cv,111 000 DT
Mini Cooper S,76 400 km,2013,Automatique,Essence,11 cv,53 000 DT
Peugeot 3008,90 000 km,2019,Manuelle,Essence,7 cv,73 000 DT
Audi A5 Sportback,48 000 km,2020,Automatique,Essence,8 cv,150 000 DT
Mercedes-Benz Classe C,111 000 km,2019,Automatique,Hybride,10 cv,146 000 DT
Audi A6,168 560 km,2016,Automatique,Essence,10 cv,110 000 DT
Peugeot 208,140 000 km,2017,Manuelle,Essence,5 cv,31 000 DT
Volkswagen Tiguan R-Line,156 000 km,2019,Automatique,Essence,8 cv,110 000 DT
Audi A6 S-Line,13 780 km,2023,Automatique,Essence,10 cv,270 000 DT
Mercedes-Benz Classe C AMG,136 000 km,2017,Automatique,Essence,8 cv,95 000 DT
Seat Leon FR,12 800 km,2022,Automatique,Essence,8 cv,106 000 DT
Peugeot 5008,16 463 km,2022,Manuelle,Essence,7 cv,130 000 DT
Nissan Juke,203 000 km,2015,Automatique,Essence,7 cv,38 000 DT
Ford Kuga Trend Plus,93 000 km,2017,Manuelle,Essence,8 cv,70 000 DT
Chery QQ,98 000 km,2020,Manuelle,Essence,4 cv,24 000 DT
Volkswagen Amarok Highline Double Cabine,179 000 km,2018,Manuelle,Diesel,7 cv,110 000 DT
Peugeot Rifter Gt line,90 000 km,2020,Manuelle,Diesel,6 cv,82 000 DT
Land Rover Range Rover Evoque Prestige,240 000 km,2012,Automatique,Essence,15 cv,58 000 DT
Land Rover Range Rover Velar R-Dynamic S,91 000 km,2019,Automatique,Essence,15 cv,240 000 DT
Mercedes-Benz Classe S,350 000 km,2005,Automatique,Diesel,12 cv,40 000 DT
Honda Civic Type R RS,130 000 km,2020,Automatique,Essence,10 cv,75 000 DT
BMW Série 4 Gran Coupé Business Line Plus,99 000 km,2019,Automatique,Essence,8 cv,110 000 DT
Porsche Macan,120 000 km,2020,Automatique,Essence,16 cv,240 000 DT
KIA Rio 5p GT-Line,62 000 km,2022,Manuelle,Essence,5 cv,65 000 DT
Volkswagen Polo Confortline,151 000 km,2016,Manuelle,Essence,4 cv,35 000 DT
Renault Duster,59 000 km,2017,Automatique,Essence,8 cv,58 500 DT
Suzuki S-Presso GL Pack Alu,78 000 km,2021,Manuelle,Essence,4 cv,32 000 DT
KIA Rio 5p,150 000 km,2014,Manuelle,Essence,5 cv,35 500 DT
Volkswagen Golf 7 BVA,200 000 km,2020,Automatique,Essence,5 cv,60 000 DT
Fiat Tipo Berline Entry,59 000 km,2021,Manuelle,Essence,6 cv,47 000 DT
Volkswagen Golf 8 move,110 000 km,2021,Manuelle,Essence,6 cv,87 500 DT
KIA Picanto,27 000 km,2022,Automatique,Essence,5 cv,51 500 DT
BMW Série 5,284 000 km,2000,Manuelle,Essence,11 cv,22 500 DT
Hyundai i20,250 000 km,2014,Manuelle,Essence,4 cv,25 000 DT
Peugeot 407,215 000 km,2005,Manuelle,Essence,7 cv,23 000 DT
KIA Sportage Sport,290 000 km,2014,Automatique,Diesel,10 cv,49 000 DT
Mercedes-Benz GLK,280 000 km,2010,Automatique,Diesel,10 cv,Non dédouané                    88 000 DT
Suzuki Vitara GLX SR,120 000 km,2019,Automatique,Essence,6 cv,64 000 DT
Fiat Linea Excellente,270 000 km,2014,Manuelle,Essence,6 cv,27 000 DT
Chery Tiggo 7 Pro,85 000 km,2019,Automatique,Essence,9 cv,62 000 DT
Dongfeng Captain E,139 000 km,2019,Manuelle,Diesel,9 cv,43 000 DT
Mazda E series E2200,900 000 km,2008,Manuelle,Diesel,10 cv,18 000 DT
Volkswagen Jetta,183 000 km,2014,Manuelle,Essence,7 cv,40 000 DT
Seat Ibiza FR,15 000 km,2023,Manuelle,Essence,6 cv,80 000 DT
Hyundai Accent Gls,120 000 km,2007,Automatique,Essence,7 cv,27 000 DT
Porsche Cayenne Platinium édition,132 000 km,2014,Automatique,Essence,21 cv,179 000 DT
Peugeot 2008 Active PM + Toit,70 000 km,2017,Manuelle,Essence,5 cv,49 500 DT
Land Rover Discovery Sport HSE,110 000 km,2016,Automatique,Diesel,9 cv,130 000 DT
KIA Sportage Awd,118 000 km,2015,Manuelle,Diesel,8 cv,53 000 DT
Mercedes-Benz Classe C Business,127 000 km,2012,Manuelle,Essence,9 cv,62 000 DT
Audi A4,200 000 km,2016,Manuelle,Essence,7 cv,47 000 DT
Fiat Panda City Cross POP,134 000 km,2019,Manuelle,Essence,5 cv,27 000 DT
Peugeot 3008 Impeccable,128 000 km,2021,Automatique,Essence,7 cv,83 000 DT
Nissan Micra,1 171 km,2020,Manuelle,Essence,5 cv,37 000 DT
Hyundai Santa Fe Créative,100 000 km,2021,Automatique,Hybride,10 cv,190 000 DT
Jeep Renegade Limited,256 000 km,2017,Automatique,Essence,8 cv,55 000 DT
Renault Captur,74 000 km,2014,Manuelle,Essence,6 cv,40 500 DT
