Modèle,Kilométrage,Année,Boîte,Carburant,Puissance fiscale,Prix
Land Rover Range Rover Sport,190 000 km,2015,Automatique,Essence,24 cv,200 000 DT
Volkswagen Golf 8,58 000 km,2022,Manuelle,Essence,6 cv,87 000 DT
Hyundai Grand i10 1.0L,57 000 km,2021,Manuelle,Essence,4 cv,39 800 DT
Citroën C4,109 000 km,2012,Automatique,Essence,9 cv,38 000 DT
Toyota Corolla Cross Hybride High,36 000 km,2022,Automatique,Hybride,5 cv,120 000 DT
Tesla Model 3 Modèle 3 Highland 2024,15 000 km,2023,Automatique,Electrique,8 cv,190 000 DT
Nissan Qashqai,147 000 km,2016,Manuelle,Diesel,7 cv,56 000 DT
Audi Q2 Design,77 000 km,2019,Automatique,Essence,6 cv,95 000 DT
Toyota C-HR,71 000 km,2021,Automatique,Essence,6 cv,85 000 DT
KIA Sportage,117 000 km,2018,Automatique,Essence,8 cv,78 000 DT
Mahindra KUV 100 K6+,90 000 km,2020,Manuelle,Essence,5 cv,26 000 DT
Ford Fiesta Trend,161 000 km,2013,Manuelle,Essence,5 cv,28 000 DT
Renault Megane Sedan,70 000 km,2021,Manuelle,Essence,7 cv,60 000 DT
Hyundai i20 GLS High Grade,47 000 km,2022,Manuelle,Essence,5 cv,60 000 DT
Seat Leon,100 000 km,2019,Manuelle,Essence,6 cv,63 000 DT
Citroën C3 Picasso,202 000 km,2011,Manuelle,Diesel,10 cv,26 000 DT
Ford Fiesta Titanium,167 000 km,2010,Manuelle,Essence,5 cv,28 000 DT
Volkswagen Golf 8,102 000 km,2021,Automatique,Hybride,6 cv,127 000 DT
Peugeot 208 Access Like,100 000 km,2020,Manuelle,Essence,4 cv,32 500 DT
Mercedes-Benz Classe E,210 000 km,2014,Automatique,Diesel,7 cv,90 000 DT
Seat Leon Style Plus,150 000 km,2019,Manuelle,Essence,6 cv,60 000 DT
Land Rover Range Rover Evoque R-Dynamic S,95 000 km,2020,Automatique,Essence,12 cv,200 000 DT
Mercedes-Benz Classe E Exclusive,78 000 km,2018,Automatique,Essence,9 cv,139 000 DT
KIA Sportage Toit Ouvrant,175 000 km,2019,Automatique,Essence,8 cv,85 000 DT
MG HS Trophy,31 000 km,2022,Automatique,Essence,9 cv,103 000 DT
Nissan Qashqai,67 200 km,2017,Manuelle,Diesel,7 cv,69 000 DT
Skoda Octavia,181 000 km,2015,Automatique,Essence,7 cv,41 000 DT
Nissan Qashqai Acenta,289 000 km,2010,Manuelle,Diesel,9 cv,37 000 DT
KIA Rio 5p GT-Line,62 300 km,2021,Manuelle,Essence,5 cv,64 000 DT
Audi Q3 Sportback Black Series,80 000 km,2021,Automatique,Essence,8 cv,150 000 DT
Mercedes-Benz GLA AMG,105 000 km,2021,Automatique,Essence,9 cv,168 000 DT
Ford Focus Titanium,83 000 km,2017,Automatique,Essence,7 cv,53 000 DT
Audi Q4 E-tron LUXE,32 000 km,2023,Automatique,Electrique,11 cv,180 000 DT
Hyundai Tucson Pays du golf,215 000 km,2015,Automatique,Essence,11 cv,Non dédouané                    84 000 DT
Mercedes-Benz CLA,130 000 km,2015,Manuelle,Essence,6 cv,78 000 DT
Seat Ibiza Populaire Référence,144 000 km,2020,Manuelle,Essence,4 cv,40 000 DT
Nissan Qashqai Tekna,178 000 km,2017,Manuelle,Essence,6 cv,64 000 DT
Mercedes-Benz Classe A AMG,167 000 km,2014,Automatique,Diesel,6 cv,71 000 DT
Fiat 500X,90 000 km,2018,Automatique,Essence,7 cv,58 000 DT
Mercedes-Benz Classe C,181 400 km,2009,Automatique,Essence,9 cv,48 500 DT
KIA Sportage,99 000 km,2019,Manuelle,Diesel,6 cv,81 000 DT
Citroën C4 Dynamique,157 000 km,2012,Automatique,Essence,7 cv,29 500 DT
BMW Série 1 Pack Sport M,172 000 km,2013,Manuelle,Essence,6 cv,51 000 DT
MG 3,134 000 km,2017,Manuelle,Essence,5 cv,34 000 DT
Seat Arona Référence,112 000 km,2020,Manuelle,Essence,5 cv,65 000 DT
Peugeot 308 Allure,170 000 km,2022,Automatique,Diesel,7 cv,85 000 DT
Seat Arona Xcellence,71 000 km,2019,Manuelle,Essence,5 cv,80 000 DT
Mahindra KUV 100 K8,60 200 km,2019,Manuelle,Essence,5 cv,32 000 DT
Audi A3 Sportback,222 000 km,2010,Manuelle,Diesel,5 cv,40 000 DT
Mitsubishi L200 Simple Cabine,500 000 km,2009,Manuelle,Diesel,8 cv,24 000 DT
Ford Ranger Double Cabine XLT,340 000 km,2010,Manuelle,Diesel,10 cv,32 000 DT
BAIC YX Kenbo S3,145 000 km,2017,Manuelle,Essence,7 cv,35 000 DT
Nissan Qashqai High,80 000 km,2019,Automatique,Essence,6 cv,80 000 DT
MG ZS Confort Plus,116 000 km,2020,Manuelle,Essence,7 cv,62 000 DT
Audi Q2 S-Line,75 000 km,2021,Automatique,Essence,8 cv,125 000 DT
Ssangyong Tivoli Confort,43 000 km,2022,Manuelle,Essence,6 cv,74 000 DT
Peugeot 308 Active,82 500 km,2020,Manuelle,Essence,6 cv,53 000 DT
Ford Ecosport,18 000 km,2023,Manuelle,Essence,7 cv,72 000 DT
Honda City EX,138 000 km,2018,Automatique,Essence,7 cv,43 500 DT
Mercedes-Benz Classe C 200 AMG,200 003 km,2011,Automatique,Diesel,8 cv,68 000 DT
Haval H6,20 000 km,2022,Automatique,Essence,8 cv,118 000 DT
Haval H2,43 400 km,2020,Automatique,Essence,9 cv,66 000 DT
Skoda Octavia Ambition Edition Spéciale,10 200 km,2023,Automatique,Essence,8 cv,100 000 DT
Peugeot 308,164 000 km,2016,Automatique,Essence,9 cv,68 000 DT
Mitsubishi Pajero Sport Business,450 000 km,2002,Manuelle,Diesel,10 cv,36 000 DT
Haval H6 Luxury,70 000 km,2019,Automatique,Essence,9 cv,82 000 DT
Volkswagen Polo Sedan Trendline,58 000 km,2015,Manuelle,Essence,5 cv,41 000 DT
Toyota C-HR,140 000 km,2019,Automatique,Essence,6 cv,75 000 DT
Fiat Doblo 2 places,195 000 km,2015,Manuelle,Diesel,5 cv,19 000 DT
Ssangyong Tivoli Classic,119 000 km,2018,Manuelle,Essence,8 cv,51 500 DT
Citroën Berlingo Live,55 000 km,2020,Manuelle,Diesel,5 cv,50 000 DT
Mercedes-Benz CLA AMG,60 000 km,2022,Automatique,Hybride,8 cv,159 900 DT
Renault Clio Letuce haut de gamme,40 000 km,2022,Automatique,Hybride,5 cv,76 000 DT
Renault Kwid Populaire Outsider,50 000 km,2022,Manuelle,Essence,4 cv,35 000 DT
Hyundai i20,245 000 km,2015,Manuelle,Essence,4 cv,32 000 DT
KIA Sportage,230 000 km,2010,Manuelle,Diesel,10 cv,49 000 DT
Hyundai Grand i10,24 000 km,2021,Automatique,Essence,5 cv,52 000 DT
Chery Tiggo 8 Pro,47 000 km,2022,Automatique,Essence,11 cv,97 000 DT
Hyundai Tucson,0 km,2024,Automatique,Essence,10 cv,168 000 DT
Ford Transit Custom,110 000 km,2019,Manuelle,Diesel,7 cv,58 900 DT
Honda Civic RS,150 000 km,2020,Automatique,Essence,10 cv,80 000 DT
Renault Symbol Elegance,40 000 km,2021,Manuelle,Essence,5 cv,39 000 DT
Ford Figo,232 000 km,2013,Manuelle,Essence,5 cv,20 500 DT
BMW X2,600 km,2024,Automatique,Essence,8 cv,183 000 DT
BMW X4,51 000 km,2019,Automatique,Essence,11 cv,243 000 DT
Land Rover Range Rover Sport,122 000 km,2015,Automatique,Diesel,19 cv,200 000 DT
Mercedes-Benz CLA AMG,200 000 km,2015,Automatique,Essence,7 cv,66 000 DT
Mercedes-Benz Classe C Avantgarde,195 210 km,2009,Automatique,Essence,9 cv,57 000 DT
KIA Rio 5p GT-Line,86 000 km,2022,Manuelle,Essence,5 cv,63 500 DT
Alfa Romeo Giulietta Quadrifoglio Verde,160 000 km,2012,Manuelle,Essence,9 cv,40 000 DT
KIA Sportage GT-Line,90 000 km,2021,Automatique,Essence,11 cv,95 000 DT
Jaguar XJ 2008,140 000 km,2008,Automatique,Essence,17 cv,65 000 DT
Mercedes-Benz Classe C,220 000 km,2012,Manuelle,Diesel,7 cv,68 000 DT
KIA Picanto LX,60 000 km,2020,Manuelle,Essence,4 cv,38 500 DT
BMW X1 Access,107 000 km,2016,Automatique,Essence,7 cv,75 000 DT
Volkswagen Passat Trend,87 000 km,2017,Manuelle,Essence,7 cv,72 900 DT
Peugeot 207,260 000 km,2012,Manuelle,Essence,5 cv,26 500 DT
Skoda Fabia Ambition,35 000 km,2022,Manuelle,Essence,4 cv,58 500 DT
BMW Série 1,182 000 km,2009,Manuelle,Essence,7 cv,40 000 DT
BMW Série 4 Gran Coupé,80 000 km,2022,Automatique,Diesel,10 cv,280 000 DT
BMW Série 3 Confort Modern Line,242 500 km,2012,Manuelle,Essence,10 cv,55 000 DT
Suzuki Dzire,155 000 km,2021,Manuelle,Essence,5 cv,36 000 DT
Porsche Cayenne E-Hybrid,204 000 km,2009,Automatique,Essence,21 cv,65 000 DT
Volkswagen Golf 6 Confortline,365 000 km,2010,Manuelle,Diesel,5 cv,39 000 DT
KIA XCeed,48 000 km,2023,Automatique,Essence,9 cv,Sous leasing                    97 500 DT
Suzuki Ciaz GLX,70 000 km,2020,Manuelle,Essence,6 cv,57 000 DT
Mercedes-Benz GLC Coupé,49 500 km,2021,Automatique,Hybride,12 cv,263 000 DT
Suzuki Celerio Populaire,36 000 km,2022,Manuelle,Essence,4 cv,38 000 DT
BMW Série 1 Business Line,134 000 km,2020,Manuelle,Diesel,6 cv,90 000 DT
Renault Clio Classic Couleur beige,245 000 km,2007,Manuelle,Essence,5 cv,23 000 DT
Seat Ibiza,100 000 km,2018,Manuelle,Essence,4 cv,48 500 DT
BMW X1 Business Line,108 000 km,2020,Automatique,Essence,8 cv,121 000 DT
Volkswagen Polo R-Line,70 000 km,2020,Manuelle,Essence,5 cv,64 500 DT
KIA Sportage,99 000 km,2017,Automatique,Essence,8 cv,82 000 DT
Ssangyong Tivoli,33 000 km,2020,Manuelle,Essence,7 cv,65 000 DT
Audi RS5 Full,77 000 km,2017,Automatique,Essence,plus de 48 cv,400 000 DT
Mercedes-Benz Classe C Avantgarde,120 000 km,2013,Manuelle,Essence,9 cv,Non dédouané                    60 000 DT
Volkswagen Passat Confort,240 000 km,2008,Manuelle,Diesel,6 cv,33 000 DT
Fiat Doblo,15 000 km,2017,Manuelle,Diesel,5 cv,27 500 DT
Volkswagen T-Cross Highline,5 000 km,2023,Automatique,Essence,7 cv,90 000 DT
Ford Ranger Wildtrak,290 000 km,2011,Manuelle,Diesel,9 cv,65 000 DT
Mercedes-Benz Classe C AMG,168 350 km,2012,Automatique,Essence,9 cv,80 000 DT
Mercedes-Benz Classe G,26 000 km,2010,Automatique,Diesel,16 cv,289 000 DT
Fiat 500,38 000 km,2022,Manuelle,Essence,4 cv,Sous leasing                    74 100 DT
Mahindra KUV 100 K6+,68 000 km,2018,Manuelle,Essence,5 cv,26 800 DT
Iveco Daily Simple Cabine Camion Iveco Daily Type 35C15/E3,1 470 km,2022,Manuelle,Diesel,10 cv,130 000 DT
Citroën C5 Metallique,250 000 km,2010,Automatique,Diesel,6 cv,33 000 DT
Volkswagen Passat Confortline,126 000 km,2007,Manuelle,Essence,7 cv,35 000 DT
KIA Picanto LX,29 000 km,2021,Manuelle,Essence,5 cv,47 500 DT
MG HS Luxury,80 000 km,2020,Automatique,Essence,10 cv,78 000 DT
Mercedes-Benz Classe E,250 000 km,2012,Automatique,Diesel,10 cv,70 000 DT
Peugeot 505 Bon etat,350 000 km,1995,Manuelle,Diesel,9 cv,5 000 DT
Volkswagen Golf 7 Access,71 000 km,2019,Automatique,Essence,6 cv,67 500 DT
BMW Série 3 coupé Confort,160 000 km,2011,Manuelle,Essence,7 cv,49 000 DT
Skoda Fabia Active,127 000 km,2017,Manuelle,Essence,4 cv,35 000 DT
Mercedes-Benz GLC,40 000 km,2017,Automatique,Essence,12 cv,145 000 DT
Fiat 500 Dolcevita,98 000 km,2021,Automatique,Essence,4 cv,47 000 DT
Mercedes-Benz ML noire,200 000 km,2009,Automatique,Diesel,23 cv,90 000 DT
Hyundai Creta GLS,90 500 km,2019,Automatique,Essence,7 cv,80 000 DT
Mercedes-Benz CLS,265 000 km,2013,Automatique,Diesel,11 cv,93 000 DT
Volkswagen Scirocco,190 000 km,2011,Automatique,Essence,9 cv,29 000 DT
Ford Fiesta,214 000 km,2011,Manuelle,Essence,5 cv,23 000 DT
Suzuki SJ Samurai,500 000 km,1986,Manuelle,Essence,5 cv,35 000 DT
Suzuki SJ Samurai,470 000 km,1984,Manuelle,Essence,5 cv,17 000 DT
Volkswagen Golf 6 Match,210 000 km,2012,Manuelle,Diesel,5 cv,48 000 DT
Mercedes-Benz Classe C Business,172 000 km,2018,Automatique,Essence,8 cv,120 000 DT
Peugeot Boxer,85 000 km,2022,Manuelle,Diesel,7 cv,58 000 DT
Renault Clio Dynamique,135 000 km,2017,Manuelle,Essence,5 cv,39 000 DT
Volkswagen Golf 7,110 000 km,2017,Manuelle,Essence,5 cv,59 000 DT
Chery Tiggo 7 Pro,44 000 km,2021,Automatique,Essence,9 cv,78 000 DT
Volkswagen Passat,248 000 km,2012,Manuelle,Diesel,5 cv,44 000 DT
Hyundai Grand i10 Sedan,194 000 km,2017,Manuelle,Essence,5 cv,37 000 DT
Peugeot 407,244 000 km,2007,Manuelle,Diesel,8 cv,35 000 DT
Volkswagen Golf 8 move,110 000 km,2021,Manuelle,Essence,6 cv,87 500 DT
KIA Picanto,27 000 km,2022,Automatique,Essence,5 cv,51 500 DT
Suzuki Dzire GLX Pack,140 000 km,2021,Manuelle,Essence,5 cv,42 000 DT
Nissan Qashqai Tekna High,200 000 km,2014,Manuelle,Diesel,7 cv,60 000 DT
Peugeot 208,56 000 km,2016,Manuelle,Essence,5 cv,32 000 DT
Toyota C-HR,100 000 km,2021,Automatique,Essence,6 cv,Sous leasing                    90 000 DT
Hyundai Tucson,30 000 km,2022,Automatique,Hybride,6 cv,150 000 DT
Peugeot 2008 Allure Toit Cielo,140 290 km,2019,Manuelle,Essence,5 cv,50 000 DT
Mercedes-Benz GLE 350 E,71 772 km,2022,Automatique,Hybride,12 cv,390 000 DT
Nissan Qashqai,400 000 km,2015,Manuelle,Diesel,5 cv,60 000 DT
Citroën Berlingo Van Club,97 000 km,2020,Manuelle,Diesel,6 cv,76 000 DT
Fiat Linea,140 000 km,2015,Manuelle,Essence,6 cv,28 000 DT
Renault Clio Zen,150 000 km,2020,Manuelle,Essence,4 cv,51 000 DT
Peugeot 208,116 000 km,2019,Manuelle,Essence,5 cv,28 000 DT
KIA Seltos Top Grade,60 000 km,2021,Automatique,Essence,8 cv,95 000 DT
Suzuki Celerio Populaire,0 km,2024,Manuelle,Essence,4 cv,40 000 DT
Volkswagen Golf 6 Style,180 500 km,2012,Manuelle,Essence,6 cv,45 000 DT
Peugeot 2008,156 000 km,2021,Automatique,Essence,7 cv,80 000 DT
Seat Ibiza,148 000 km,2014,Manuelle,Essence,5 cv,34 000 DT
Peugeot 208 Like,40 000 km,2020,Manuelle,Essence,4 cv,36 000 DT
Seat Leon,5 743 km,2021,Automatique,Essence,8 cv,116 000 DT
Peugeot 2008,82 000 km,2016,Manuelle,Essence,5 cv,45 000 DT
Ford Focus,207 000 km,2011,Manuelle,Essence,6 cv,32 000 DT
Volkswagen Golf 7 Confortline,155 000 km,2013,Manuelle,Essence,5 cv,43 000 DT
Suzuki Baleno GLX,145 000 km,2019,Automatique,Essence,6 cv,50 000 DT
Toyota Yaris Sedan Elegance,90 000 km,2018,Manuelle,Essence,6 cv,55 000 DT
Chevrolet Aveo LS,160 000 km,2012,Manuelle,Essence,5 cv,20 000 DT
Renault Clio Dynamique,172 000 km,2014,Manuelle,Essence,5 cv,40 000 DT
Seat Leon Emotion,110 000 km,2014,Automatique,Essence,6 cv,54 000 DT
Citroën C4 Seduction,188 000 km,2012,Manuelle,Essence,6 cv,32 000 DT
Haval H6 Luxury,53 000 km,2020,Automatique,Essence,9 cv,85 000 DT
Seat Leon Référence,147 000 km,2015,Manuelle,Essence,5 cv,40 000 DT
Mercedes-Benz Classe C coupé,130 000 km,2018,Automatique,Essence,8 cv,145 000 DT
